DATAFLOW,LAST UPDATE,freq,s_adj,age,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Hungary,2025-06,116,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Hungary,2025-07,114,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Hungary,2025-08,111,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Ireland,2024-10,67,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Ireland,2024-11,68,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Ireland,2024-12,72,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Ireland,2025-01,68,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Ireland,2025-02,67,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Ireland,2025-03,69,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Ireland,2025-04,72,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Ireland,2025-05,74,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Ireland,2025-06,75,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Ireland,2025-07,78,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Ireland,2025-08,76,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Ireland,2025-09,75,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Iceland,2024-10,5,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Iceland,2024-11,5,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Iceland,2024-12,5,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Iceland,2025-01,5,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Iceland,2025-02,5,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Iceland,2025-03,5,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Iceland,2025-04,5,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Iceland,2025-05,5,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Iceland,2025-06,5,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Iceland,2025-07,5,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Iceland,2025-08,6,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Italy,2024-10,812,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Italy,2024-11,823,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Italy,2024-12,845,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Italy,2025-01,844,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Italy,2025-02,786,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Italy,2025-03,850,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Italy,2025-04,806,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Italy,2025-05,885,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Italy,2025-06,825,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Italy,2025-07,788,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Italy,2025-08,799,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Japan,2024-10,1030,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Japan,2024-11,960,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Japan,2024-12,940,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Japan,2025-01,1010,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Japan,2025-02,960,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Japan,2025-03,1010,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Japan,2025-04,1020,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Japan,2025-05,990,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Japan,2025-06,950,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Japan,2025-07,950,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Japan,2025-08,1060,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Lithuania,2024-10,61,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Lithuania,2024-11,58,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Lithuania,2024-12,56,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Lithuania,2025-01,60,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Lithuania,2025-02,60,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Lithuania,2025-03,59,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Lithuania,2025-04,62,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Lithuania,2025-05,62,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Lithuania,2025-06,61,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Lithuania,2025-07,60,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Lithuania,2025-08,59,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Luxembourg,2024-10,12,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Luxembourg,2024-11,12,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Luxembourg,2024-12,12,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Luxembourg,2025-01,12,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Luxembourg,2025-02,12,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Luxembourg,2025-03,12,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Luxembourg,2025-04,12,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Luxembourg,2025-05,12,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Luxembourg,2025-06,12,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Luxembourg,2025-07,12,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Luxembourg,2025-08,12,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Latvia,2024-10,39,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Latvia,2024-11,39,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Latvia,2024-12,39,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Latvia,2025-01,39,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Latvia,2025-02,39,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Latvia,2025-03,36,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Latvia,2025-04,33,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Latvia,2025-05,32,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Latvia,2025-06,32,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Latvia,2025-07,33,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Latvia,2025-08,33,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Malta,2024-10,6,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Malta,2024-11,6,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Malta,2024-12,6,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Malta,2025-01,6,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Malta,2025-02,7,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Malta,2025-03,7,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Malta,2025-04,6,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Malta,2025-05,6,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Malta,2025-06,6,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Malta,2025-07,6,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Malta,2025-08,6,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Netherlands,2024-10,187,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Netherlands,2024-11,184,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Netherlands,2024-12,185,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Netherlands,2025-01,194,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Netherlands,2025-02,198,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Netherlands,2025-03,199,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Netherlands,2025-04,194,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Netherlands,2025-05,196,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Netherlands,2025-06,198,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Netherlands,2025-07,200,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Netherlands,2025-08,206,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Netherlands,2025-09,206,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Norway,2024-10,67,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Norway,2024-11,61,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Norway,2024-12,69,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Norway,2025-01,63,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Norway,2025-02,68,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Norway,2025-03,74,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Norway,2025-04,75,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Norway,2025-05,79,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Norway,2025-06,95,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Norway,2025-07,77,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Norway,2025-08,86,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Poland,2024-10,245,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Poland,2024-11,244,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Poland,2024-12,251,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Poland,2025-01,267,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Poland,2025-02,277,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Poland,2025-03,280,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Poland,2025-04,273,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Poland,2025-05,266,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Poland,2025-06,264,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Poland,2025-07,266,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Poland,2025-08,271,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Portugal,2024-10,171,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Portugal,2024-11,174,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Portugal,2024-12,172,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Portugal,2025-01,170,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Portugal,2025-02,166,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Portugal,2025-03,162,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Portugal,2025-04,159,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Portugal,2025-05,158,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Portugal,2025-06,157,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Portugal,2025-07,158,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Portugal,2025-08,165,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Romania,2024-10,277,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Romania,2024-11,269,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Romania,2024-12,277,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Romania,2025-01,277,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Romania,2025-02,278,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Romania,2025-03,276,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Romania,2025-04,282,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Romania,2025-05,281,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Romania,2025-06,280,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Romania,2025-07,280,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Romania,2025-08,290,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Sweden,2024-10,241,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Sweden,2024-11,242,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Sweden,2024-12,248,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Sweden,2025-01,284,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Sweden,2025-02,264,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Sweden,2025-03,236,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Sweden,2025-04,255,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Sweden,2025-05,249,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Sweden,2025-06,272,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Sweden,2025-07,273,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Sweden,2025-08,257,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Slovenia,2024-10,20,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Slovenia,2024-11,18,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Slovenia,2024-12,17,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Slovenia,2025-01,19,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Slovenia,2025-02,20,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Slovenia,2025-03,21,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Slovenia,2025-04,20,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Slovenia,2025-05,19,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Slovenia,2025-06,18,,
ESTAT:TEILM010(1.0),16/10/25 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Slovenia,2025-07,16,,
