DATAFLOW,LAST UPDATE,freq,sex,age,isced11,training,geo,unit,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Sweden,Thousand persons,2024,188.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Slovenia,Percentage,2024,75.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Slovenia,Thousand persons,2024,15.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Slovakia,Percentage,2024,85.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Slovakia,Thousand persons,2024,54.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Austria,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Austria,Thousand persons,2024,98.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Belgium,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Belgium,Thousand persons,2024,205.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Bulgaria,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Bulgaria,Thousand persons,2024,167.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Cyprus,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Cyprus,Thousand persons,2024,25.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Czechia,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Czechia,Thousand persons,2024,104.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Germany,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Germany,Thousand persons,2024,1150.9,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Denmark,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Denmark,Thousand persons,2024,165.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Euro area – 20 countries (2023-2025),Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Euro area – 20 countries (2023-2025),Thousand persons,2024,5545.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Estonia,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Estonia,Thousand persons,2024,30.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Greece,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Greece,Thousand persons,2024,277.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Spain,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Spain,Thousand persons,2024,801.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,European Union - 27 countries (from 2020),Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,European Union - 27 countries (from 2020),Thousand persons,2024,7231.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Finland,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Finland,Thousand persons,2024,113.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,France,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,France,Thousand persons,2024,870.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Croatia,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Croatia,Thousand persons,2024,38.5,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Hungary,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Hungary,Thousand persons,2024,210.5,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Ireland,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Ireland,Thousand persons,2024,125.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Italy,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Italy,Thousand persons,2024,1170.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Lithuania,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Lithuania,Thousand persons,2024,54.5,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Luxembourg,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Luxembourg,Thousand persons,2024,1.9,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Latvia,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Latvia,Thousand persons,2024,39.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,North Macedonia,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,North Macedonia,Thousand persons,2024,26.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Malta,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Malta,Thousand persons,2024,13.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Netherlands,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Netherlands,Thousand persons,2024,219.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Norway,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Norway,Thousand persons,2024,101.5,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Poland,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Poland,Thousand persons,2024,689.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Portugal,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Portugal,Thousand persons,2024,223.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Romania,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Romania,Thousand persons,2024,97.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Sweden,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Sweden,Thousand persons,2024,251.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Slovenia,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Slovenia,Thousand persons,2024,20.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Slovakia,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Slovakia,Thousand persons,2024,63.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Austria,Percentage,2024,21.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Austria,Thousand persons,2024,55.9,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Belgium,Percentage,2024,28.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Belgium,Thousand persons,2024,65.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Bulgaria,Percentage,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Bulgaria,Thousand persons,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Cyprus,Percentage,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Cyprus,Thousand persons,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Czechia,Percentage,2024,12.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Czechia,Thousand persons,2024,48.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Germany,Percentage,2024,13.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Germany,Thousand persons,2024,238.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Denmark,Percentage,2024,32.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Denmark,Thousand persons,2024,24.5,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Euro area – 20 countries (2023-2025),Percentage,2024,17.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Euro area – 20 countries (2023-2025),Thousand persons,2024,1148.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Estonia,Percentage,2024,24.5,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Estonia,Thousand persons,2024,5.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Greece,Percentage,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Greece,Thousand persons,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Spain,Percentage,2024,14.5,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Spain,Thousand persons,2024,54.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),European Union - 27 countries (from 2020),Percentage,2024,14.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),European Union - 27 countries (from 2020),Thousand persons,2024,1302.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Finland,Percentage,2024,26.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Finland,Thousand persons,2024,38.9,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),France,Percentage,2024,24.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),France,Thousand persons,2024,336.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Croatia,Percentage,2024,6.9,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Croatia,Thousand persons,2024,9.5,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Hungary,Percentage,2024,3.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Hungary,Thousand persons,2024,9.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Ireland,Percentage,2024,17.9,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Ireland,Thousand persons,2024,9.3,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Italy,Percentage,2024,7.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Italy,Thousand persons,2024,94.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Lithuania,Percentage,2024,21.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Lithuania,Thousand persons,2024,6.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Luxembourg,Percentage,2024,37.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Luxembourg,Thousand persons,2024,7.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Latvia,Percentage,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Latvia,Thousand persons,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),North Macedonia,Percentage,2024,9.5,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),North Macedonia,Thousand persons,2024,5.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Malta,Percentage,2024,21.7,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Malta,Thousand persons,2024,2.1,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Netherlands,Percentage,2024,37.8,,
