DATAFLOW,LAST UPDATE,freq,sex,age,isced11,training,geo,unit,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,North Macedonia,Percentage,2024,95.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,North Macedonia,Thousand persons,2024,26.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Malta,Percentage,2024,81.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Malta,Thousand persons,2024,9.9,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Netherlands,Percentage,2024,56.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Netherlands,Thousand persons,2024,194.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Norway,Percentage,2024,72.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Norway,Thousand persons,2024,99.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Poland,Percentage,2024,93.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Poland,Thousand persons,2024,618.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Portugal,Percentage,2024,84.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Portugal,Thousand persons,2024,180.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Romania,Percentage,2024,99.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Romania,Thousand persons,2024,91.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Sweden,Percentage,2024,83.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Sweden,Thousand persons,2024,250.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Slovenia,Percentage,2024,84.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Slovenia,Thousand persons,2024,18.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Slovakia,Percentage,2024,87.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Slovakia,Thousand persons,2024,64.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Austria,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Austria,Thousand persons,2024,99.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Belgium,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Belgium,Thousand persons,2024,240.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Bulgaria,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Bulgaria,Thousand persons,2024,170.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Cyprus,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Cyprus,Thousand persons,2024,22.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Czechia,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Czechia,Thousand persons,2024,124.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Germany,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Germany,Thousand persons,2024,1498.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Denmark,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Denmark,Thousand persons,2024,208.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Euro area – 20 countries (2023-2025),Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Euro area – 20 countries (2023-2025),Thousand persons,2024,6469.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Estonia,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Estonia,Thousand persons,2024,31.9,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Greece,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Greece,Thousand persons,2024,288.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Spain,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Spain,Thousand persons,2024,957.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,European Union - 27 countries (from 2020),Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,European Union - 27 countries (from 2020),Thousand persons,2024,8237.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Finland,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Finland,Thousand persons,2024,142.5,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,France,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,France,Thousand persons,2024,1098.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Croatia,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Croatia,Thousand persons,2024,52.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Hungary,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Hungary,Thousand persons,2024,196.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Ireland,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Ireland,Thousand persons,2024,182.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Italy,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Italy,Thousand persons,2024,1063.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Lithuania,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Lithuania,Thousand persons,2024,66.5,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Luxembourg,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Luxembourg,Thousand persons,2024,1.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Latvia,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Latvia,Thousand persons,2024,45.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,North Macedonia,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,North Macedonia,Thousand persons,2024,28.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Malta,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Malta,Thousand persons,2024,12.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Netherlands,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Netherlands,Thousand persons,2024,352.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Norway,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Norway,Thousand persons,2024,137.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Poland,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Poland,Thousand persons,2024,674.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Portugal,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Portugal,Thousand persons,2024,218.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Romania,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Romania,Thousand persons,2024,92.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Sweden,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Sweden,Thousand persons,2024,302.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Slovenia,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Slovenia,Thousand persons,2024,21.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Slovakia,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Slovakia,Thousand persons,2024,73.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Austria,Percentage,2024,18.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Austria,Thousand persons,2024,30.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Belgium,Percentage,2024,28.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Belgium,Thousand persons,2024,49.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Bulgaria,Percentage,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Bulgaria,Thousand persons,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Cyprus,Percentage,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Cyprus,Thousand persons,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Czechia,Percentage,2024,10.5,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Czechia,Thousand persons,2024,28.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Germany,Percentage,2024,9.7,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Germany,Thousand persons,2024,90.2,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Denmark,Percentage,2024,23.9,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Denmark,Thousand persons,2024,9.5,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Euro area – 20 countries (2023-2025),Percentage,2024,15.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Euro area – 20 countries (2023-2025),Thousand persons,2024,715.9,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Estonia,Percentage,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Estonia,Thousand persons,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Greece,Percentage,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Greece,Thousand persons,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Spain,Percentage,2024,17.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Spain,Thousand persons,2024,56.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),European Union - 27 countries (from 2020),Percentage,2024,12.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),European Union - 27 countries (from 2020),Thousand persons,2024,818.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Finland,Percentage,2024,15.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Finland,Thousand persons,2024,14.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),France,Percentage,2024,24.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),France,Thousand persons,2024,223.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Croatia,Percentage,2024,7.3,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Croatia,Thousand persons,2024,8.3,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Hungary,Percentage,2024,4.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Hungary,Thousand persons,2024,7.5,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Total,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Ireland,Percentage,2024,,u,
